date,city_name,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,rain,clouds_all,broken clouds,overcast clouds,scattered clouds,sky is clear,few clouds,fog,light rain,mist,haze,moderate rain,heavy intensity rain,light intensity drizzle,drizzle,heavy intensity drizzle,very heavy rain,thunderstorm with heavy rain,thunderstorm with rain,thunderstorm,proximity shower rain,thunderstorm with light rain,shower rain,light intensity shower rain,light thunderstorm
2012-10-14,Kodagu,22.77,23.65,21.5,30.23,1012.96,92.33,0.79,112.12,37.67,91.75,0,0,0,0,0,0,10,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-14,Mysuru,23.08,23.98,21.0,30.84,1013.38,86.46,0.85,167.88,22.61,91.29,1,6,0,0,0,0,9,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-15,Hassan,21.82,22.37,19.38,26.32,1014.83,89.38,0.9,161.29,7.64,94.42,3,15,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-15,Kodagu,22.8,23.52,19.92,30.28,1014.73,89.69,0.76,114.62,12.98,86.5,0,9,0,0,0,0,10,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-15,Mysuru,22.62,23.13,19.99,28.49,1014.67,83.17,1.34,226.75,6.41,94.42,0,15,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-16,Hassan,21.5,22.03,18.06,26.21,1015.21,89.17,1.47,183.71,3.12,98.08,0,19,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-16,Kodagu,22.18,22.89,19.75,26.81,1014.92,93.28,0.94,111.24,15.01,96.16,0,15,0,0,0,0,1,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-16,Mysuru,22.7,23.43,19.61,28.98,1014.96,88.21,1.22,194.42,2.25,88.58,2,13,0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-17,Hassan,22.29,22.6,17.17,27.77,1014.0,76.21,2.43,92.38,0.17,70.79,6,11,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-17,Kodagu,23.18,24.16,19.92,32.06,1013.17,89.38,0.81,103.46,11.67,83.5,4,13,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-17,Mysuru,23.22,23.77,18.9,29.4,1013.58,78.54,1.86,91.58,0.46,67.62,5,10,4,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-18,Hassan,22.68,22.84,18.97,27.79,1012.62,70.46,2.72,81.12,0.0,35.46,11,0,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-18,Kodagu,24.6,25.58,21.17,32.85,1011.54,80.12,1.31,99.92,0.13,46.75,12,0,5,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-18,Mysuru,23.85,24.35,20.32,29.01,1012.33,74.17,2.16,76.38,0.0,76.92,8,13,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-19,Hassan,22.28,22.68,20.09,26.35,1012.88,82.75,2.85,71.04,7.97,82.04,6,5,2,0,1,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-19,Kodagu,24.1,25.15,22.09,32.93,1011.46,85.5,1.43,77.12,6.41,86.79,7,1,0,0,0,0,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-19,Mysuru,22.95,23.69,21.35,29.41,1012.5,86.12,1.7,59.96,17.19,93.96,5,4,0,0,0,0,10,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-20,Hassan,21.22,21.73,20.63,24.4,1012.46,89.58,3.92,83.08,8.3,98.54,0,8,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-20,Kodagu,22.47,23.22,20.52,25.94,1011.69,93.58,1.52,79.85,24.69,98.38,0,8,0,0,0,0,10,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-20,Mysuru,22.14,22.8,21.76,25.09,1012.08,91.38,2.77,77.71,17.05,99.08,0,5,0,0,0,0,14,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-21,Hassan,22.2,22.75,20.66,26.17,1012.71,87.12,3.99,88.04,6.65,96.0,0,14,0,0,0,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-21,Kodagu,23.65,24.6,20.83,30.14,1011.25,90.21,1.61,97.62,10.71,95.79,1,10,0,0,0,0,7,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-21,Mysuru,23.36,23.96,21.68,28.73,1012.42,85.0,2.77,78.71,1.52,94.5,3,14,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-22,Hassan,22.26,22.71,19.84,26.64,1013.17,84.83,3.46,91.42,1.64,99.42,0,18,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-22,Kodagu,23.48,24.67,21.13,34.01,1011.75,90.21,1.17,86.5,11.23,98.67,0,16,0,0,0,0,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-22,Mysuru,23.14,23.91,20.23,29.78,1012.75,84.79,2.57,76.58,2.02,90.04,6,14,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-23,Hassan,22.19,22.56,19.67,26.26,1013.0,81.38,2.99,90.92,0.26,97.92,0,22,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-23,Kodagu,23.84,24.75,20.67,31.94,1011.71,84.75,1.49,82.29,3.27,95.42,0,17,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-23,Mysuru,22.87,23.46,20.9,28.99,1012.71,83.67,2.15,71.92,2.2,94.79,2,13,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-24,Hassan,21.85,22.33,18.62,25.75,1012.67,85.58,2.46,85.92,1.05,74.0,6,9,2,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-24,Kodagu,23.74,24.77,21.11,30.96,1011.54,87.67,1.11,71.58,6.97,90.17,1,14,1,0,0,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-24,Mysuru,22.41,23.01,19.89,25.82,1012.38,87.96,1.85,82.12,2.83,93.12,0,14,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-25,Hassan,22.81,23.26,18.96,29.15,1011.71,79.88,2.0,99.21,0.51,71.75,4,11,4,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-25,Kodagu,24.29,25.38,20.8,32.81,1010.75,84.79,0.78,108.25,3.93,72.38,11,8,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-25,Mysuru,23.73,24.46,20.19,30.35,1011.21,79.25,1.97,80.17,0.0,80.62,5,15,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-26,Hassan,22.72,23.1,18.55,28.85,1010.92,77.92,1.99,74.79,0.0,62.54,10,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-26,Kodagu,23.82,24.99,20.79,32.83,1010.46,87.71,0.78,100.88,5.31,63.21,11,2,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-26,Mysuru,23.62,24.38,19.28,30.81,1010.71,78.38,1.95,88.25,0.0,76.17,8,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-27,Hassan,22.16,22.35,17.81,27.63,1011.29,73.21,2.84,80.5,0.0,16.75,3,0,4,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-27,Kodagu,24.37,25.43,20.35,32.42,1009.92,79.25,1.2,104.25,0.0,17.04,0,0,6,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-27,Mysuru,23.24,23.67,19.34,29.69,1010.75,73.67,2.46,75.21,0.0,40.21,7,3,3,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-28,Hassan,21.98,22.07,16.63,27.37,1012.08,69.5,3.18,70.58,0.0,44.12,0,9,3,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-28,Kodagu,24.26,24.89,19.64,31.31,1010.71,73.33,1.65,95.75,0.0,59.38,2,11,3,4,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-28,Mysuru,23.32,23.67,17.76,29.53,1011.54,70.92,2.56,62.12,0.0,67.88,5,10,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-29,Hassan,21.84,22.08,17.78,27.58,1011.5,75.08,2.63,61.42,0.0,99.88,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-29,Kodagu,24.2,24.88,20.34,31.55,1010.29,79.21,1.52,108.62,0.15,94.88,0,21,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-29,Mysuru,23.19,23.62,19.07,29.0,1011.0,74.75,2.09,59.75,0.0,94.71,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-30,Hassan,21.32,21.52,18.45,24.91,1009.83,77.04,2.87,69.96,0.12,100.0,0,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-30,Kodagu,23.5,24.18,20.23,29.7,1008.58,80.5,1.6,81.92,0.0,99.17,0,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-30,Mysuru,22.36,22.66,19.88,25.86,1009.75,76.71,2.15,65.25,0.59,97.92,2,20,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-31,Hassan,19.43,19.76,18.29,20.78,1008.42,89.29,3.57,186.79,43.64,100.0,0,2,0,0,0,0,11,0,0,7,4,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-31,Kodagu,22.02,22.62,18.75,25.41,1008.04,89.67,1.4,127.29,44.81,97.92,0,4,0,0,0,0,9,0,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0
2012-10-31,Mysuru,20.27,20.7,19.62,21.77,1007.79,89.71,3.34,235.79,82.4,99.17,0,0,0,0,0,0,9,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,Hassan,19.0,19.52,18.34,20.46,1007.5,97.96,5.52,252.21,28.17,99.92,0,10,0,0,0,0,4,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,Kodagu,20.98,21.61,18.77,24.13,1009.85,95.23,1.66,188.54,13.98,89.69,6,9,1,0,0,0,3,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0
2012-11-01,Mysuru,21.34,21.73,19.95,25.0,1007.38,84.33,4.97,225.08,13.65,88.75,2,12,2,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-02,Hassan,20.51,21.09,19.83,23.82,1010.5,94.54,3.37,250.08,7.41,81.54,3,11,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-02,Kodagu,21.99,22.66,20.53,25.73,1010.92,92.6,1.07,192.08,4.67,69.68,6,4,1,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-02,Mysuru,22.54,22.99,18.64,28.64,1009.71,80.79,3.34,245.46,0.0,31.0,5,0,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-03,Hassan,21.46,21.95,19.96,25.09,1012.33,88.0,2.79,257.83,0.72,80.88,4,13,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-03,Kodagu,22.71,23.34,21.11,28.31,1012.31,87.15,1.05,189.96,1.58,61.38,9,6,3,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-03,Mysuru,22.6,23.08,18.37,29.31,1011.75,78.92,2.71,255.75,0.0,47.5,8,2,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-04,Hassan,22.62,23.1,20.6,26.43,1011.21,83.88,1.5,254.46,0.31,68.79,10,8,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-04,Kodagu,23.53,24.35,20.42,29.44,1010.92,84.33,0.79,166.62,0.84,65.5,12,4,0,0,2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-04,Mysuru,23.62,24.34,19.13,30.15,1011.08,79.29,1.41,236.17,0.14,42.58,7,2,8,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-05,Hassan,22.72,23.39,20.39,28.87,1011.25,88.46,0.98,184.25,3.85,71.54,2,9,1,0,1,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-05,Kodagu,24.07,25.05,21.21,31.32,1010.83,86.0,1.03,152.29,0.25,71.12,10,7,2,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-05,Mysuru,24.33,25.15,21.04,30.92,1010.79,77.17,0.89,158.25,0.0,43.54,6,2,10,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-06,Hassan,23.17,23.74,20.09,29.63,1011.96,80.62,1.42,121.5,0.0,66.75,4,11,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-06,Kodagu,24.51,25.71,20.94,32.25,1011.29,84.54,0.87,151.58,0.0,66.54,7,9,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-06,Mysuru,23.67,24.33,19.76,30.88,1011.58,75.58,1.7,125.17,0.0,65.33,6,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-07,Hassan,23.77,24.36,20.86,29.34,1012.33,76.33,0.58,133.79,0.0,67.12,12,6,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-07,Kodagu,24.32,25.44,22.97,30.39,1011.54,88.12,0.86,150.21,6.06,87.83,0,16,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-07,Mysuru,24.47,25.31,20.38,32.15,1012.04,77.67,0.95,126.21,2.08,68.71,2,9,8,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-08,Hassan,23.31,23.88,19.5,29.87,1011.92,80.46,1.27,105.25,0.26,93.12,3,19,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-08,Kodagu,24.26,25.49,21.91,31.07,1011.08,89.33,0.67,149.42,6.2,98.75,0,13,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-08,Mysuru,24.74,25.62,21.09,31.44,1011.29,76.5,1.63,101.83,0.0,85.62,5,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-09,Hassan,23.01,23.37,18.5,29.39,1012.62,75.79,1.75,71.71,0.0,81.5,14,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-09,Kodagu,24.15,25.24,21.86,31.58,1011.96,88.0,0.74,129.08,2.85,89.75,2,15,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-09,Mysuru,24.16,24.84,19.49,31.48,1012.12,74.83,1.79,95.75,0.0,62.79,3,8,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-10,Hassan,23.3,23.85,19.25,29.7,1013.79,75.29,1.69,140.25,0.0,75.46,9,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-10,Kodagu,24.61,25.77,21.77,33.09,1013.12,83.12,0.85,154.96,3.42,80.75,8,5,0,0,0,0,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-10,Mysuru,24.21,24.69,19.55,31.38,1013.42,71.17,1.87,85.33,0.0,53.54,10,4,3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-11,Hassan,22.46,22.85,19.19,26.4,1013.75,81.12,1.48,135.17,0.65,55.71,12,1,6,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-11,Kodagu,23.7,24.6,20.99,30.53,1013.04,89.5,0.7,148.0,9.02,68.62,11,4,0,0,0,0,4,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-11,Mysuru,23.92,24.56,19.87,30.22,1013.29,75.25,1.61,92.21,0.1,52.96,6,4,9,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-12,Hassan,22.3,22.55,16.91,28.53,1013.67,74.79,1.85,118.42,0.0,38.54,10,0,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-12,Kodagu,23.6,24.37,21.44,30.07,1006.17,88.04,0.88,146.17,2.98,62.0,8,2,6,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-12,Mysuru,24.15,24.41,19.13,30.32,1012.92,66.62,1.97,70.88,0.0,13.54,1,0,2,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-13,Hassan,21.18,21.14,14.27,27.78,1013.88,68.92,2.22,59.75,0.0,31.46,6,3,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-13,Kodagu,23.99,24.69,18.96,31.36,1012.75,78.71,1.25,129.88,0.11,26.92,5,0,3,9,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-13,Mysuru,23.21,23.24,16.08,29.32,1013.25,64.29,2.17,52.71,0.0,8.29,0,0,4,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-14,Hassan,19.6,19.26,12.27,26.14,1012.67,62.17,2.87,52.75,0.0,1.21,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-14,Kodagu,22.53,22.56,15.67,29.67,1011.08,65.96,1.86,92.17,0.0,4.29,0,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-14,Mysuru,21.19,20.82,13.18,27.65,1012.21,57.83,2.46,36.42,0.0,12.83,2,0,3,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-15,Hassan,18.85,18.41,11.95,25.32,1013.25,62.12,2.38,52.96,0.0,47.96,4,8,4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-15,Kodagu,21.6,21.53,14.81,28.84,1011.67,67.38,1.77,82.5,0.0,40.42,6,4,3,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-15,Mysuru,21.13,20.62,12.89,27.14,1012.92,52.25,1.72,33.42,0.0,46.17,10,1,4,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-16,Hassan,19.21,18.98,12.22,25.68,1013.88,68.62,1.98,48.67,0.0,57.12,13,3,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-16,Kodagu,21.52,21.77,16.02,29.21,1013.08,75.08,1.14,112.46,0.0,61.25,14,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-16,Mysuru,21.41,21.19,13.9,27.85,1013.71,61.58,1.53,99.29,0.0,48.92,12,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-17,Hassan,19.65,19.47,12.32,26.73,1012.96,68.33,1.56,181.75,0.0,28.21,3,3,5,11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-17,Kodagu,21.97,22.31,17.26,29.3,1012.38,78.12,1.39,154.0,0.0,47.42,5,6,4,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-17,Mysuru,21.77,21.54,14.63,28.15,1012.58,59.71,1.54,201.88,0.0,60.17,5,10,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-18,Hassan,19.4,19.2,12.16,26.89,1011.96,69.08,1.43,171.5,0.0,39.88,7,3,5,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-18,Kodagu,21.89,22.28,17.07,29.58,1011.5,78.83,1.22,156.0,0.0,47.38,10,2,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-18,Mysuru,22.14,21.95,14.58,28.56,1011.71,60.46,1.53,213.83,0.0,20.46,1,0,8,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-19,Hassan,19.77,19.65,12.73,27.25,1012.21,71.04,1.47,194.08,0.0,31.71,7,1,2,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-19,Kodagu,22.37,22.91,17.42,30.45,1011.62,80.08,1.3,140.67,0.0,44.92,8,4,2,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-19,Mysuru,22.46,22.59,16.38,29.96,1011.88,71.25,1.46,209.25,0.0,44.83,5,3,9,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-20,Hassan,20.77,20.74,13.36,27.92,1012.25,70.79,1.46,204.29,0.0,20.71,4,0,2,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-20,Kodagu,22.69,23.34,17.76,31.34,1011.83,81.75,1.14,143.29,0.0,47.58,5,6,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-20,Mysuru,22.6,22.52,16.44,30.52,1011.96,67.42,1.43,193.92,0.0,48.96,3,8,5,5,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-21,Hassan,22.26,22.59,17.0,28.92,1012.42,76.83,1.12,154.75,0.0,36.96,6,2,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-21,Kodagu,23.07,23.95,18.95,30.63,1012.38,87.96,1.04,136.5,0.0,46.83,9,2,5,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-21,Mysuru,24.35,24.76,20.46,31.11,1012.12,68.88,1.58,253.33,0.0,27.5,3,0,7,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-22,Hassan,23.07,23.51,19.55,29.47,1012.25,76.33,2.04,46.12,0.0,57.29,9,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-22,Kodagu,23.86,24.83,20.63,31.52,1011.5,86.5,1.01,123.96,0.52,52.42,9,0,11,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-22,Mysuru,25.35,26.05,22.25,31.93,1009.83,69.17,1.58,104.75,0.0,39.08,1,2,19,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-23,Hassan,23.03,23.8,20.05,29.42,1012.79,84.46,2.52,55.62,7.89,82.38,2,10,1,0,2,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-23,Kodagu,24.35,25.44,22.09,32.67,1011.62,86.29,1.44,102.58,2.73,77.42,0,10,3,0,1,0,7,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-23,Mysuru,24.83,25.95,22.46,32.59,1012.17,79.38,1.63,119.04,3.48,79.79,0,8,6,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-24,Hassan,22.49,22.86,18.88,26.26,1012.58,80.62,2.47,87.33,0.62,98.12,0,21,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-24,Kodagu,22.91,23.75,21.28,25.98,1012.0,95.36,1.05,72.36,9.37,95.6,0,15,0,0,0,0,3,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-24,Mysuru,23.99,24.64,20.82,30.19,1012.21,78.29,2.24,97.42,0.43,91.21,1,18,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-25,Hassan,22.54,22.71,18.17,27.77,1013.5,70.83,2.74,82.96,0.0,38.75,4,3,9,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-25,Kodagu,24.42,25.33,20.37,31.79,1012.12,77.62,1.38,111.75,0.0,42.83,2,7,2,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-25,Mysuru,24.44,24.48,19.76,30.06,1012.88,63.58,2.31,83.38,0.0,50.92,4,7,5,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-26,Hassan,22.54,22.74,17.82,28.63,1013.67,72.54,2.59,82.21,0.0,69.25,5,12,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-26,Kodagu,24.32,25.25,20.46,32.34,1012.5,79.42,1.55,111.75,0.0,59.21,6,7,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-26,Mysuru,24.84,25.08,19.76,30.38,1013.08,64.04,2.46,80.54,0.0,62.33,3,12,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-27,Hassan,21.56,21.61,16.14,27.94,1013.54,69.96,2.5,66.71,0.0,64.71,13,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-27,Kodagu,24.09,25.01,20.16,31.97,1012.62,80.62,1.35,132.42,0.0,46.12,12,0,6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-27,Mysuru,24.42,24.43,18.62,30.3,1013.04,61.75,2.22,88.21,0.0,54.0,13,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-28,Hassan,20.52,20.3,14.01,27.18,1013.21,64.04,2.76,69.25,0.0,24.38,2,1,8,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-28,Kodagu,22.89,23.18,16.76,30.7,1011.75,72.29,1.51,82.08,0.0,14.29,0,0,5,10,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-28,Mysuru,22.62,22.2,15.23,29.0,1012.62,54.21,2.49,53.0,0.0,17.92,1,0,9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012-11-29,Hassan,20.64,20.47,15.3,26.87,1012.62,65.54,2.0,135.42,0.0,40.38,8,1,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
